station*;site d'echantillonnage*;jeu de donnees*;sample_name*;sampling_resp*;sampling_date(dd/mm/yyyy)*;sampling_time (hh:mm);sampling_depth_min;sampling_depth_max;sampling_volume;tide;tide_coefficient;sampling_device*;bottle_model;bottle_volume (liter);pump_model;pump_flow (L per min);net_length (m);net_type;net_area (m2);net_mesh (Âµm);net_direction;analysis_method*;analysis_resp*;analysis_date (dd/mm/yyyy)*;rawdatafile;cytometer;analysissoftware;analysissoftwareversion;fixativemethod;fixativefinalconcentration;storagecondition;otherproduct;flashfrozen;beadsreferences;beadssize;valbeadsbacteria;Val_LNABac;Val_LNABac_SSC;Val_LNABac_FL_Green;Val_HNABac;Val_HNABac_SSC;Val_HNABac_FL_Green;Val_TotBac;Val_TotBac_SSC;Val_TotBac_FL_Green;valbeadsautotrophs;Val_PicoE;Val_PicoE_SSC;Val_PicoE_FL_Red;Val_TotEuk;Val_TotEuk_SSC;Val_TotEuk_FL_Red;Val_NanoE;Val_NanoE_SSC;Val_NanoE_FL_Red;Val_Cry;Val_Cry_SSC;Val_Cry_FL_Red;Val_Cry_FL_Orange;Val_Pro;Val_Pro_SSC;Val_Pro_FL_Red;Val_Syn;Val_Syn_SSC;Val_Syn_FL_Red;Val_Syn_FL_Orange;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070724;Fabienne Jalabert;24/07/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;02/10/2007;RA070724.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;340.4255319148936;;;;0.0;0.0;0.0;1035234.0425531915;0.036;0.326;2212.7659574468084;14326.241134751774;0.588;7.543;16432.624113475176;0.0;0.0;1907.8014184397164;4.735;109.637;198.58156028368793;19.737;130.086;5.871;0.0;0.0;0.0;8517.7304964539;0.159;2.12;0.511;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070808;Priscillia Gourvil;08/08/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Priscillia Gourvil;02/10/2007;RA070808.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;680.8510638297872;;;;0.0;0.0;0.0;1602808.5106382978;0.031;0.255;2546.099290780142;17914.893617021276;0.646;10.262;21191.489361702126;0.0;0.0;3000.0;5.471;91.807;276.59574468085106;15.508;171.531;7.408;0.0;0.0;0.0;6737.58865248227;0.158;2.274;0.485;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070823;Fabienne Jalabert;23/08/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;02/10/2007;RA070823.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;2510.6382978723404;;;;0.0;0.0;0.0;1908638.2978723405;0.034;0.182;2248.22695035461;12468.08510638298;0.723;10.07;17929.078014184397;0.0;0.0;4787.234042553191;5.644;91.294;673.7588652482269;18.132;114.568;4.366;0.0;0.0;0.0;14460.99290780142;0.179;1.734;0.409;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070906;Fabienne Jalabert;06/09/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;02/10/2007;RA070906.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;680.8510638297872;;;;0.0;0.0;0.0;1262425.5319148935;0.033;0.262;2085.1063829787236;5319.148936170212;0.657;11.368;6794.326241134751;0.0;0.0;1326.241134751773;5.402;75.916;148.93617021276594;14.444;118.623;4.458;0.0;0.0;0.0;3234.0425531914893;0.164;2.409;0.514;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070920;Fabienne Jalabert;20/09/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;02/10/2007;RA070920.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;595.7446808510638;;;;0.0;0.0;0.0;1435659.574468085;0.031;0.154;2340.425531914894;11801.418439716312;0.709;8.891;15063.829787234043;0.0;0.0;2957.446808510638;4.325;62.476;304.9645390070922;15.393;89.315;3.28;0.0;0.0;0.0;7184.397163120568;0.174;1.595;0.438;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA071004;Fabienne Jalabert;04/10/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;03/04/2008;RA071004.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;3333.3333333333335;;;;0.0;0.0;0.0;773809.5238095238;0.0;0.0;2880.9523809523807;5753.9682539682535;0.0;0.0;6420.6349206349205;0.0;0.0;555.5555555555555;0.0;0.0;111.11111111111111;0.0;0.0;0.0;0.0;0.0;0.0;3182.5396825396824;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA071019;Fabienne Jalabert;19/10/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;03/04/2008;RA071019.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;3047.6190476190477;;;;0.0;0.0;0.0;687333.3333333334;0.0;0.0;3785.714285714286;7666.666666666667;0.0;0.0;8507.936507936509;0.0;0.0;682.5396825396825;0.0;0.0;158.73015873015873;0.0;0.0;0.0;0.0;0.0;0.0;4492.063492063492;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA071105;Fabienne Jalabert;05/11/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;03/04/2008;RA071105.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;3428.5714285714284;;;;0.0;0.0;0.0;651190.4761904762;0.0;0.0;3984.126984126984;6166.666666666667;0.0;0.0;7000.0;0.0;0.0;785.7142857142857;0.0;0.0;47.61904761904762;0.0;0.0;0.0;0.0;0.0;0.0;4269.841269841269;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA071119;Fabienne Jalabert;19/11/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;03/04/2008;RA071119.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;3047.6190476190477;;;;0.0;0.0;0.0;700619.0476190476;0.0;0.0;3809.5238095238096;6888.888888888889;0.0;0.0;7896.825396825397;0.0;0.0;857.1428571428571;0.0;0.0;150.79365079365078;0.0;0.0;0.0;0.0;0.0;0.0;5619.047619047619;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA071205;Fabienne Jalabert;05/12/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;03/04/2008;RA071205.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;3000.0;;;;0.0;0.0;0.0;830666.6666666666;0.0;0.0;3420.6349206349205;3087.3015873015875;0.0;0.0;3722.2222222222226;0.0;0.0;531.7460317460317;0.0;0.0;103.17460317460318;0.0;0.0;0.0;0.0;0.0;0.0;2920.6349206349205;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA071218;Fabienne Jalabert;18/12/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;03/04/2008;RA071218.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;0.0;;;;0.0;0.0;0.0;626190.4761904762;0.0;0.0;3579.3650793650795;1833.3333333333333;0.0;0.0;2230.15873015873;0.0;0.0;341.26984126984127;0.0;0.0;55.55555555555556;0.0;0.0;0.0;0.0;0.0;0.0;1920.6349206349207;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080103;Fabienne Jalabert;03/01/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;03/04/2008;RA080103.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;1380.952380952381;;;;0.0;0.0;0.0;162666.66666666666;0.0;0.0;3539.6825396825398;1380.952380952381;0.0;0.0;1936.5079365079366;0.0;0.0;428.57142857142856;0.0;0.0;126.98412698412699;0.0;0.0;0.0;0.0;0.0;0.0;1206.3492063492063;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080116;Priscillia Gourvil;16/01/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Priscillia Gourvil;03/04/2008;RA080116.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;1761.904761904762;;;;0.0;0.0;0.0;301238.09523809527;0.0;0.0;4515.873015873016;1349.2063492063492;0.0;0.0;1785.7142857142858;0.0;0.0;373.015873015873;0.0;0.0;63.492063492063494;0.0;0.0;0.0;0.0;0.0;0.0;793.6507936507936;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080201;Fabienne Jalabert;01/02/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;03/04/2008;RA080201.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;2142.8571428571427;;;;0.0;0.0;0.0;273714.28571428574;0.0;0.0;3507.936507936508;1492.063492063492;0.0;0.0;2007.936507936508;0.0;0.0;412.6984126984127;0.0;0.0;103.17460317460318;0.0;0.0;0.0;0.0;0.0;0.0;849.2063492063492;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080215;Priscillia Gourvil;15/02/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Priscillia Gourvil;03/04/2008;RA80215.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;3380.9523809523807;;;;0.0;0.0;0.0;319285.71428571426;0.0;0.0;3619.0476190476193;3412.6984126984125;0.0;0.0;4912.6984126984125;0.0;0.0;1365.079365079365;0.0;0.0;134.9206349206349;0.0;0.0;0.0;0.0;0.0;0.0;1341.2698412698412;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080229;Priscillia Gourvil;29/02/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Priscillia Gourvil;15/05/2008;RA080229.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;1840.0;;;;0.0;0.0;0.0;204280.0;0.0;0.0;3546.6666666666665;3986.6666666666665;0.0;0.0;4640.0;0.0;0.0;553.3333333333334;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;1580.0;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080317;Fabienne Jalabert;17/03/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;15/05/2008;RA080317.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;2880.0;;;;0.0;0.0;0.0;456360.0;0.0;0.0;3373.3333333333335;4000.0;0.0;0.0;5113.333333333334;0.0;0.0;966.6666666666666;0.0;0.0;146.66666666666666;0.0;0.0;0.0;0.0;0.0;0.0;2720.0;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080401;Fabienne Jalabert;01/04/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;15/05/2008;RA080401.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;3560.0;;;;0.0;0.0;0.0;406360.0;0.0;0.0;3580.0;3173.3333333333335;0.0;0.0;4306.666666666667;0.0;0.0;966.6666666666666;0.0;0.0;166.66666666666666;0.0;0.0;0.0;0.0;0.0;0.0;2980.0;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080414;Fabienne Jalabert;14/04/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;15/05/2008;RA080414.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;3360.0;;;;0.0;0.0;0.0;440800.0;0.0;0.0;3893.3333333333335;4600.0;0.0;0.0;5746.666666666667;0.0;0.0;980.0;0.0;0.0;166.66666666666666;0.0;0.0;0.0;0.0;0.0;0.0;2906.6666666666665;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080429;Fabienne Jalabert;29/04/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;15/05/2008;RA080429.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;2640.0;;;;0.0;0.0;0.0;434560.0;0.0;0.0;3386.6666666666665;2900.0;0.0;0.0;4080.0;0.0;0.0;973.3333333333334;0.0;0.0;206.66666666666666;0.0;0.0;0.0;0.0;0.0;0.0;853.3333333333334;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080513;Fabienne Jalabert;13/05/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;15/05/2008;RA080513.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;3360.0;;;;0.0;0.0;0.0;588400.0;0.0;0.0;2886.6666666666665;2580.0;0.0;0.0;3306.6666666666665;0.0;0.0;606.6666666666666;0.0;0.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;253.33333333333334;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080527;Fabienne Jalabert;27/05/2008;00:00;60.0;60.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;03/10/2008;;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;0.0;;;;0.0;0.0;0.0;1571055.5555555555;;;5160.493827160494;7438.271604938272;0.027;1.227;11308.641975308643;;;3654.320987654321;0.211;13.071;216.0493827160494;1.431;15.258;1.24;;;;1148.148148148148;0.01;0.246;0.05;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080612;Fabienne Jalabert;12/06/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;18/04/2011;RA080612.zip;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;15436.363636363636;;;;0.0;0.0;0.0;980681.8181818182;0.03;0.235;20987.878787878788;15842.424242424242;0.485;17.917;17593.939393939392;0.0;0.0;1551.5151515151515;12.337;190.064;200.0;117.592;253.562;12.966;0.0;0.0;0.0;12272.727272727272;0.183;3.082;0.461;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080627;Fabienne Jalabert;27/06/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;18/04/2011;RA080627.zip;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;14381.818181818182;;;;0.0;0.0;0.0;1169681.8181818181;0.03;0.225;15484.848484848484;11806.060606060606;0.426;14.314;13624.242424242424;0.0;0.0;1648.4848484848485;15.345;203.406;169.6969696969697;117.087;298.005;9.773;0.0;0.0;0.0;10042.424242424242;0.168;1.922;0.298;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080711;Fabienne Jalabert;11/07/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;18/04/2011;RA080711.zip;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;14863.636363636364;;;;0.0;0.0;0.0;1089845.4545454546;0.033;0.239;16800.0;12000.0;0.501;18.747;13042.424242424244;0.0;0.0;903.030303030303;13.472;197.498;139.3939393939394;27.14;290.751;5.673;0.0;0.0;0.0;6775.757575757576;0.165;2.711;0.418;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080728;Priscillia Gourvil;28/07/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Priscillia Gourvil;18/04/2011;RA080728.zip;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;18554.545454545456;;;;0.0;0.0;0.0;834000.0;0.028;0.225;20842.424242424244;7909.090909090909;0.614;25.257;8436.363636363636;0.0;0.0;509.09090909090907;2.695;192.972;18.181818181818183;225.528;128.273;18.527;0.0;0.0;0.0;2618.181818181818;0.181;2.495;0.43;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080811;Fabienne Jalabert;11/08/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;18/04/2011;RA080811.zip;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;14481.818181818182;;;;0.0;0.0;0.0;916818.1818181818;0.027;0.226;15393.939393939394;16381.818181818182;0.441;13.824;17587.878787878788;0.0;0.0;957.5757575757576;13.145;149.377;248.4848484848485;51.472;147.638;5.791;0.0;0.0;0.0;4066.6666666666665;0.166;2.331;0.415;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080826;Fabienne Jalabert;26/08/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;18/04/2011;RA080826.zip;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;16136.363636363636;;;;0.0;0.0;0.0;803918.1818181818;0.026;0.21;17854.545454545456;9121.212121212122;0.473;17.489;10436.363636363638;0.0;0.0;1115.1515151515152;29.248;163.605;200.0;27.88;201.936;6.178;0.0;0.0;0.0;5424.242424242424;0.148;3.67;0.566;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080909;Fabienne Jalabert;09/09/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;03/10/2008;RA080909.zip;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;46785.71428571428;;;;0.0;0.0;0.0;731232.1428571428;0.0;0.0;5975.308641975309;14080.246913580248;0.0;0.0;15567.901234567902;0.0;0.0;1135.8024691358025;0.0;0.0;351.85185185185185;0.0;0.0;0.0;0.0;0.0;0.0;8481.481481481482;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA080923;Fabienne Jalabert;23/09/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;18/04/2011;RA080923.zip;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;14127.272727272728;;;;0.0;0.0;0.0;811254.5454545454;0.028;0.203;15812.121212121212;9230.30303030303;0.483;17.936;10266.666666666668;0.0;0.0;927.2727272727273;31.241;148.516;109.0909090909091;27.097;257.261;4.819;0.0;0.0;0.0;7218.181818181818;0.156;2.801;0.401;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA081009;Fabienne Jalabert;09/10/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;16/01/2009;RA081009.zip;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;3805.5555555555557;;;;0.0;0.0;0.0;772351.8518518518;0.0;0.0;6234.567901234568;6956.79012345679;0.0;0.0;8228.395061728395;0.0;0.0;1024.6913580246915;0.0;0.0;246.91358024691357;0.0;0.0;0.0;0.0;0.0;0.0;7407.407407407408;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA081022;Fabienne Jalabert;22/10/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;16/01/2009;RA081022.zip;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;3009.259259259259;;;;0.0;0.0;0.0;668879.6296296297;0.0;0.0;3679.0123456790125;3950.617283950617;0.0;0.0;4808.641975308642;0.0;0.0;691.358024691358;0.0;0.0;166.66666666666666;0.0;0.0;0.0;0.0;0.0;0.0;5339.506172839506;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA081106 ;Fabienne Jalabert;06/11/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;16/01/2009;RA081106.zip;BD FACSCanto;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;;0.95;2648;;;;;;;645278;0.004;0.018;;3278;0.036;2.231;3772;;;469;2.799;14.722;25;15.835;3.722;0.895;;;;4765;0.009;0.508;0.092;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA081106;Fabienne Jalabert;06/11/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;16/01/2009;;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;2648.1481481481483;;;;0.0;0.0;0.0;645277.7777777778;0.0;0.0;5030.864197530864;2962.962962962963;0.0;0.0;3561.7283950617284;0.0;0.0;543.2098765432099;0.0;0.0;55.55555555555556;0.0;0.0;0.0;0.0;0.0;0.0;4790.123456790124;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA081120;Fabienne Jalabert;20/11/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;16/01/2009;RA081120.zip;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;2398.1481481481483;;;;0.0;0.0;0.0;521750.0;0.0;0.0;3814.814814814815;2240.740740740741;0.0;0.0;2858.0246913580245;0.0;0.0;481.48148148148147;0.0;0.0;135.80246913580248;0.0;0.0;0.0;0.0;0.0;0.0;3888.8888888888887;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA081208;Fabienne Jalabert;08/12/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;16/01/2009;RA081208.zip;BD FACSCanto;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;3.0;2481.4814814814813;;;;0.0;0.0;0.0;519101.85185185185;0.0;0.0;4882.716049382716;1197.530864197531;0.0;0.0;1790.1234567901238;0.0;0.0;475.30864197530866;0.0;0.0;117.28395061728395;0.0;0.0;0.0;0.0;0.0;0.0;2364.1975308641977;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA081222 ;Fabienne Jalabert;22/12/2008;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;16/01/2009;RA081222.zip;BD FACSCanto;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;;0.95;1685;;;;;;;442120;0.005;0.018;;1648;0.04;2.838;2253;;;580;6.466;18.433;25;16.86;5.769;0.977;;;;2173;0.009;0.47;0.1;
