TAXON;aphiaID;Kingdom;Phylum;Subphylum;Class;Subclass;Superorder;Order;Family;Genus;Subkingdom;Infrakingdom;Species;Infraphylum;Subfamily;Superclass;Suborder;Phylum (Division);Subgenus;Subphylum (Subdivision);Variety;Forma;Infraclass;Subterclass;Superfamily;rank
Eutintinnus;183543;Chromista;Ciliophora;Intramacronucleata;Oligotrichea;Oligotrichia;NA;Choreotrichida;Eutintinnidae;Eutintinnus;Harosa;Alveolata;NA;NA;NA;NA;Tintinnina;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Eutintinnus lusus-undae;235772;Chromista;Ciliophora;Intramacronucleata;Oligotrichea;Oligotrichia;NA;Choreotrichida;Eutintinnidae;Eutintinnus;Harosa;Alveolata;Eutintinnus lusus-undae;NA;NA;NA;Tintinnina;NA;NA;NA;NA;NA;NA;NA;NA;Species
Eutreptia;178582;Protozoa;Euglenozoa;Euglenoida;Euglenophyceae;Euglenophycidae;NA;Eutreptiales;Eutreptiaceae;Eutreptia;Eozoa;Euglenozoa;NA;Dipilida;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Eutreptiaceae;17655;Protozoa;Euglenozoa;Euglenoida;Euglenophyceae;Euglenophycidae;NA;Eutreptiales;Eutreptiaceae;NA;Eozoa;Euglenozoa;NA;Dipilida;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Family
Eutreptiella;17657;Protozoa;Euglenozoa;Euglenoida;Euglenophyceae;Euglenophycidae;NA;Eutreptiales;Eutreptiaceae;Eutreptiella;Eozoa;Euglenozoa;NA;Dipilida;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Eutreptiella braarudii;248121;Protozoa;Euglenozoa;Euglenoida;Euglenophyceae;Euglenophycidae;NA;Eutreptiales;Eutreptiaceae;Eutreptiella;Eozoa;Euglenozoa;Eutreptiella braarudii;Dipilida;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Eutreptiella eupharyngea;573871;Protozoa;Euglenozoa;Euglenoida;Euglenophyceae;Euglenophycidae;NA;Eutreptiales;Eutreptiaceae;Eutreptiella;Eozoa;Euglenozoa;Eutreptiella eupharyngea;Dipilida;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Eutreptiella gymnastica;110652;Protozoa;Euglenozoa;Euglenoida;Euglenophyceae;Euglenophycidae;NA;Eutreptiales;Eutreptiaceae;Eutreptiella;Eozoa;Euglenozoa;Eutreptiella gymnastica;Dipilida;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Fallacia;172375;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Sellaphoraceae;Fallacia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Favella;172431;Chromista;Ciliophora;Intramacronucleata;Oligotrichea;Oligotrichia;NA;Choreotrichida;Ptychocylididae;Favella;Harosa;Alveolata;NA;NA;NA;NA;Tintinnina;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Favella ehrenbergii;235761;Chromista;Ciliophora;Intramacronucleata;Oligotrichea;Oligotrichia;NA;Choreotrichida;Ptychocylididae;Favella;Harosa;Alveolata;Favella ehrenbergii;NA;NA;NA;Tintinnina;NA;NA;NA;NA;NA;NA;NA;NA;Species
Fibrocapsa japonica;233761;Chromista;Ochrophyta;NA;Raphidophyceae;NA;NA;Chattonellales;Vacuolariaceae;Fibrocapsa;Harosa;Heterokonta;Fibrocapsa japonica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Flagellés autotrophes;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Flagellates;146222;Protozoa;Flagellates;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Phylum
Foraminifera;1410;Chromista;Foraminifera;NA;NA;NA;NA;NA;NA;NA;Harosa;Rhizaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Phylum
Fragilaria;149028;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Fragilariales;Fragilariaceae;Fragilaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Fragilaria striatula;157458;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fragilariaceae;148952;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Fragilariales;Fragilariaceae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Family
Fragilariopsis;149313;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Bacillariales;Bacillariaceae;Fragilariopsis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Fragilariopsis cylindrus;172418;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Bacillariales;Bacillariaceae;Fragilariopsis;NA;NA;Fragilariopsis cylindrus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Fragilariopsis oceanica;172436;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Bacillariales;Bacillariaceae;Fragilariopsis;NA;NA;Fragilariopsis oceanica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Fragilariopsis pseudonana;341558;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Bacillariales;Bacillariaceae;Fragilariopsis;NA;NA;Fragilariopsis pseudonana;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Frustulia;156946;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Amphipleuraceae;Frustulia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Gephyria media;248086;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Gomphonema;149553;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Cymbellales;Gomphonemataceae;Gomphonema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Goniodoma;109559;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Thoracosphaerales;Thoracosphaeraceae;Goniodoma;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Gonyaulacaceae;109428;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Gonyaulacaceae;NA;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Family
Gonyaulacales;109391;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;NA;NA;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Order
Gonyaulax;109519;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Gonyaulax birostris;110011;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Harosa;Alveolata;Gonyaulax birostris;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gonyaulax digitale;110015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Gonyaulax fusiformis;110020;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Harosa;Alveolata;Gonyaulax fusiformis;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gonyaulax milneri;110027;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Harosa;Alveolata;Gonyaulax milneri;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gonyaulax polygramma;110035;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Harosa;Alveolata;Gonyaulax polygramma;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gonyaulax scrippsae;110039;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Harosa;Alveolata;Gonyaulax scrippsae;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gonyaulax spinifera;110041;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Harosa;Alveolata;Gonyaulax spinifera;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gonyaulax turbynei;110043;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Harosa;Alveolata;Gonyaulax turbynei;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gonyaulax verior;110045;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Harosa;Alveolata;Gonyaulax verior;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gonyostomum;369698;Chromista;Ochrophyta;NA;Raphidophyceae;NA;NA;Chattonellales;Vacuolariaceae;Gonyostomum;Harosa;Heterokonta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Gossleriella;602203;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Coscinodiscanae;Coscinodiscales;Gossleriellaceae;Gossleriella;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Gossleriella tropica;196827;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Coscinodiscanae;Coscinodiscales;Gossleriellaceae;Gossleriella;NA;NA;Gossleriella tropica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Grammatophora;149335;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Striatellales;Striatellaceae;Grammatophora;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Grammatophora angulosa;149336;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Striatellales;Striatellaceae;Grammatophora;NA;NA;Grammatophora angulosa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Grammatophora hamulifera;180314;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Striatellales;Striatellaceae;Grammatophora;NA;NA;Grammatophora hamulifera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Grammatophora macilenta;418643;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Striatellales;Striatellaceae;Grammatophora;NA;NA;Grammatophora macilenta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Grammatophora marina;149338;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Striatellales;Striatellaceae;Grammatophora;NA;NA;Grammatophora marina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Grammatophora oceanica;149339;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Striatellales;Striatellaceae;Grammatophora;NA;NA;Grammatophora oceanica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Grammatophora serpentina;149340;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Striatellales;Striatellaceae;Grammatophora;NA;NA;Grammatophora serpentina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Grammatophora subtilissima;700481;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Striatellales;Striatellaceae;Grammatophora;NA;NA;Grammatophora subtilissima;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Guinardia;149111;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Rhizosolenianae;Rhizosoleniales;Rhizosoleniaceae;Guinardia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Guinardia delicatula;149112;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Rhizosolenianae;Rhizosoleniales;Rhizosoleniaceae;Guinardia;NA;NA;Guinardia delicatula;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Guinardia flaccida;149132;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Rhizosolenianae;Rhizosoleniales;Rhizosoleniaceae;Guinardia;NA;NA;Guinardia flaccida;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Guinardia striata;149113;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Rhizosolenianae;Rhizosoleniales;Rhizosoleniaceae;Guinardia;NA;NA;Guinardia striata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gymnodiniales;109392;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;NA;NA;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Order
Gymnodiniales < 10 µm;109392;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Gymnodinium;109475;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Gymnodinium elongatum;1379879;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Harosa;Alveolata;Gymnodinium elongatum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gymnodinium fuscum;109794;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Harosa;Alveolata;Gymnodinium fuscum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gymnodinium galeatum;232765;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Harosa;Alveolata;Gymnodinium galeatum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gymnodinium glaucum;232560;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Harosa;Alveolata;Gymnodinium glaucum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gymnodinium gracile;109800;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Harosa;Alveolata;Gymnodinium gracile;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gymnodinium impudicum;232785;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Harosa;Alveolata;Gymnodinium impudicum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gymnodinium impudicum + Gymnodinium catenatum;109392;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Gymnodinium punctatum;232848;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Harosa;Alveolata;Gymnodinium punctatum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gymnodinium pygmaeum;109825;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Harosa;Alveolata;Gymnodinium pygmaeum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gymnodinium verruculosum;232880;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Harosa;Alveolata;Gymnodinium verruculosum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrodinium;109476;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Gyrodinium crassum;109849;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Harosa;Alveolata;Gyrodinium crassum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrodinium dominans;109851;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Harosa;Alveolata;Gyrodinium dominans;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrodinium estuariale;109852;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Harosa;Alveolata;Gyrodinium estuariale;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrodinium flagellare;109854;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Harosa;Alveolata;Gyrodinium flagellare;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrodinium formosum;232940;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Harosa;Alveolata;Gyrodinium formosum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrodinium fusiforme;109856;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Harosa;Alveolata;Gyrodinium fusiforme;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrodinium fusus;232943;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Harosa;Alveolata;Gyrodinium fusus;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrodinium helveticum;639206;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Harosa;Alveolata;Gyrodinium helveticum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrodinium lachryma;109859;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Harosa;Alveolata;Gyrodinium lacryma;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrodinium pepo;109871;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Harosa;Alveolata;Gyrodinium pepo;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrodinium pingue;109872;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Harosa;Alveolata;Gyrodinium pingue;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrodinium spirale;109876;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Harosa;Alveolata;Gyrodinium spirale;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyromitus cordiformis;572043;Plantae;NA;NA;Pyramimonadophyceae;NA;NA;Pyramimonadales;Polyblepharidaceae;Gyromitus;Viridiplantae;NA;Gyromitus cordiformis;NA;NA;NA;NA;Chlorophyta;NA;Prasinophytina;NA;NA;NA;NA;NA;Species
Gyrosigma;149033;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Gyrosigma;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Gyrosigma acuminatum;149035;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Gyrosigma;NA;NA;Gyrosigma acuminatum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrosigma arcticum;180319;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Gyrosigma;NA;NA;Gyrosigma arcticum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrosigma fasciola;149494;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Gyrosigma;NA;NA;Gyrosigma fasciola;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Gyrosigma tenuissimum;157069;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Gyrosigma;NA;NA;Gyrosigma tenuissimum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Halamphora;574064;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Amphipleuraceae;Halamphora;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Halosphaera;134528;Plantae;NA;NA;Pyramimonadophyceae;NA;NA;Pyramimonadales;Pyramimonadaceae;Halosphaera;Viridiplantae;NA;NA;NA;NA;NA;NA;Chlorophyta;NA;Prasinophytina;NA;NA;NA;NA;NA;Genus
Halosphaera minor;376694;Plantae;NA;NA;Pyramimonadophyceae;NA;NA;Pyramimonadales;Pyramimonadaceae;Halosphaera;Viridiplantae;NA;Halosphaera minor;NA;NA;NA;NA;Chlorophyta;NA;Prasinophytina;NA;NA;NA;NA;NA;Species
Hantzschia amphioxys;149572;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Bacillariales;Bacillariaceae;Hantzschia;NA;NA;Hantzschia amphioxys;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Haptophyta;369190;Chromista;Haptophyta;NA;NA;NA;NA;NA;NA;NA;Hacrobia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Phylum
Haslea;149210;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Naviculaceae;Haslea;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Haslea crucigera;172588;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Naviculaceae;Haslea;NA;NA;Haslea crucigera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Haslea trompii;341543;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Naviculaceae;Haslea;NA;NA;Haslea trompii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Haslea wawrikae;248063;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Naviculaceae;Haslea;NA;NA;Haslea wawrikae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Helicostomella;172434;Chromista;Ciliophora;Intramacronucleata;Oligotrichea;Oligotrichia;NA;Choreotrichida;Metacylididae;Helicostomella;Harosa;Alveolata;NA;NA;NA;NA;Tintinnina;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Helicotheca tamesis;157440;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Lithodesmiophycanae;Lithodesmiales;Lithodesmiaceae;Helicotheca;NA;NA;Helicotheca tamesis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Hemiaulus;163248;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Biddulphianae;Hemiaulales;Hemiaulaceae;Hemiaulus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Hemiaulus hauckii;163249;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Biddulphianae;Hemiaulales;Hemiaulaceae;Hemiaulus;NA;NA;Hemiaulus hauckii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Hemiaulus sinensis;163250;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Biddulphianae;Hemiaulales;Hemiaulaceae;Hemiaulus;NA;NA;Hemiaulus sinensis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Hemidiscus cuneiformis;180367;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Coscinodiscanae;Coscinodiscales;Hemidiscaceae;Hemidiscus;NA;NA;Hemidiscus cuneiformis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
